date,city,temp,humidity,rainfall,aqi
2025-03-30,Hyderabad,30.1,58.4,0.0,107
2025-03-31,Hyderabad,31.0,56.9,0.0,119
2025-04-01,Hyderabad,27.8,54.5,0.0,102
2025-04-02,Hyderabad,31.6,53.4,0.0,83
2025-04-03,Hyderabad,28.1,60.0,0.0,118
2025-04-04,Hyderabad,29.8,61.7,0.0,74
2025-04-05,Hyderabad,29.3,51.6,0.0,111
2025-04-06,Hyderabad,31.3,66.2,0.0,111
2025-04-07,Hyderabad,31.5,54.9,0.0,65
2025-04-08,Hyderabad,30.3,63.5,0.0,111
2025-04-09,Hyderabad,29.0,54.1,0.0,101
2025-04-10,Hyderabad,32.2,58.3,0.0,60
2025-04-11,Hyderabad,31.3,66.1,0.0,98
2025-04-12,Hyderabad,29.8,50.4,0.0,117
2025-04-13,Hyderabad,30.3,56.5,0.0,116
2025-04-14,Hyderabad,33.0,58.0,0.0,110
2025-04-15,Hyderabad,28.6,63.0,0.0,96
2025-04-16,Hyderabad,27.5,63.6,0.0,67
2025-04-17,Hyderabad,32.0,54.6,0.0,80
2025-04-18,Hyderabad,27.4,55.9,0.0,77
2025-04-19,Hyderabad,31.1,56.6,0.0,115
2025-04-20,Hyderabad,28.7,63.6,0.0,113
2025-04-21,Hyderabad,28.8,61.6,0.0,68
2025-04-22,Hyderabad,31.0,50.1,0.0,74
2025-04-23,Hyderabad,27.6,68.4,0.0,83
2025-04-24,Hyderabad,28.0,57.9,0.0,100
2025-04-25,Hyderabad,31.1,54.3,0.0,96
2025-04-26,Hyderabad,30.5,60.7,0.0,74
2025-04-27,Hyderabad,31.5,55.0,0.0,71
2025-04-28,Hyderabad,32.4,69.3,0.0,98
2025-04-29,Hyderabad,31.3,53.7,0.0,117
2025-04-30,Hyderabad,30.8,52.0,0.0,118
2025-05-01,Hyderabad,30.8,51.6,0.0,108
2025-05-02,Hyderabad,27.2,66.5,0.0,111
2025-05-03,Hyderabad,29.2,52.8,0.0,85
2025-05-04,Hyderabad,29.9,69.7,0.0,71
2025-05-05,Hyderabad,32.4,60.4,0.0,73
2025-05-06,Hyderabad,28.1,67.8,0.0,113
2025-05-07,Hyderabad,32.0,58.4,0.0,97
2025-05-08,Hyderabad,27.0,53.3,0.0,116
2025-05-09,Hyderabad,32.7,56.1,0.0,73
2025-05-10,Hyderabad,31.2,51.3,0.0,86
2025-05-11,Hyderabad,27.0,64.7,0.0,62
2025-05-12,Hyderabad,29.8,66.4,0.0,109
2025-05-13,Hyderabad,30.8,56.8,0.0,75
2025-05-14,Hyderabad,30.4,56.1,0.0,88
2025-05-15,Hyderabad,30.0,50.1,0.0,72
2025-05-16,Hyderabad,29.5,66.5,0.0,105
2025-05-17,Hyderabad,29.6,67.5,0.0,81
2025-05-18,Hyderabad,32.0,51.7,0.0,80
2025-05-19,Hyderabad,31.5,62.3,0.0,60
2025-05-20,Hyderabad,28.5,58.9,0.0,105
2025-05-21,Hyderabad,28.0,63.1,0.0,100
2025-05-22,Hyderabad,30.4,50.5,0.0,67
2025-05-23,Hyderabad,29.3,56.9,0.0,101
2025-05-24,Hyderabad,28.2,64.5,0.0,116
2025-05-25,Hyderabad,28.7,60.2,0.0,73
2025-05-26,Hyderabad,31.5,59.8,0.0,93
2025-05-27,Hyderabad,31.1,66.2,0.0,91
2025-05-28,Hyderabad,29.0,60.5,0.0,109
2025-05-29,Hyderabad,32.4,55.8,0.0,77
2025-05-30,Hyderabad,28.1,68.7,0.0,76
2025-05-31,Hyderabad,27.6,68.1,0.0,65
2025-06-01,Hyderabad,27.8,75.8,8.7,79
2025-06-02,Hyderabad,28.0,88.3,0.0,68
2025-06-03,Hyderabad,30.1,82.1,12.8,116
2025-06-04,Hyderabad,30.3,83.2,13.0,107
2025-06-05,Hyderabad,28.1,94.4,18.4,90
2025-06-06,Hyderabad,28.3,92.2,27.9,119
2025-06-07,Hyderabad,31.5,79.8,29.7,64
2025-06-08,Hyderabad,28.2,77.8,0.0,100
2025-06-09,Hyderabad,30.6,76.3,10.5,105
2025-06-10,Hyderabad,31.4,80.1,14.0,88
2025-06-11,Hyderabad,32.3,90.6,28.8,92
2025-06-12,Hyderabad,30.8,78.3,0.0,99
2025-06-13,Hyderabad,30.0,88.9,28.4,67
2025-06-14,Hyderabad,27.5,88.8,0.0,107
2025-06-15,Hyderabad,28.9,81.9,5.6,115
2025-06-16,Hyderabad,28.4,82.5,0.0,113
2025-06-17,Hyderabad,29.0,80.9,18.4,69
2025-06-18,Hyderabad,30.2,82.1,39.4,61
2025-06-19,Hyderabad,29.2,81.9,10.9,95
2025-06-20,Hyderabad,29.4,91.5,0.0,79
2025-06-21,Hyderabad,28.5,77.1,14.0,114
2025-06-22,Hyderabad,32.3,77.5,0.0,118
2025-06-23,Hyderabad,29.5,87.2,12.1,71
2025-06-24,Hyderabad,31.7,87.6,0.0,76
2025-06-25,Hyderabad,31.9,76.6,19.8,107
2025-06-26,Hyderabad,30.1,76.7,0.0,81
2025-06-27,Hyderabad,28.4,86.3,24.7,118
2025-06-28,Hyderabad,31.7,77.7,0.0,103
2025-06-29,Hyderabad,31.6,88.7,0.0,114
2025-06-30,Hyderabad,29.9,82.7,7.8,104
2025-07-01,Hyderabad,30.2,90.1,0.0,117
2025-07-02,Hyderabad,29.2,89.5,0.0,94
2025-07-03,Hyderabad,31.3,88.1,27.2,78
2025-07-04,Hyderabad,30.5,78.0,0.0,108
2025-07-05,Hyderabad,31.0,81.3,0.0,82
2025-07-06,Hyderabad,27.7,77.3,0.0,64
2025-07-07,Hyderabad,27.7,77.8,35.4,89
2025-07-08,Hyderabad,28.4,77.6,11.1,62
2025-07-09,Hyderabad,30.1,75.6,0.0,80
2025-07-10,Hyderabad,29.6,79.6,0.0,65
2025-07-11,Hyderabad,27.8,85.1,21.1,66
2025-07-12,Hyderabad,29.4,79.5,0.0,102
2025-07-13,Hyderabad,31.2,81.0,39.0,117
2025-07-14,Hyderabad,28.4,89.2,13.2,105
2025-07-15,Hyderabad,32.7,89.1,24.7,96
2025-07-16,Hyderabad,32.1,90.0,17.6,117
2025-07-17,Hyderabad,28.3,82.5,25.0,71
2025-07-18,Hyderabad,31.8,84.5,19.0,87
2025-07-19,Hyderabad,28.6,88.9,22.7,90
2025-07-20,Hyderabad,30.6,92.6,18.7,85
2025-07-21,Hyderabad,27.4,87.4,28.1,68
2025-07-22,Hyderabad,31.4,89.7,5.1,63
2025-07-23,Hyderabad,31.9,91.0,0.0,72
2025-07-24,Hyderabad,27.8,77.8,0.0,91
2025-07-25,Hyderabad,27.8,88.0,0.0,100
2025-07-26,Hyderabad,30.1,84.8,0.0,97
2025-07-27,Hyderabad,32.5,90.4,0.0,95
2025-07-28,Hyderabad,30.3,92.3,36.6,65
2025-07-29,Hyderabad,29.1,79.8,7.8,106
2025-07-30,Hyderabad,29.4,75.2,31.8,63
2025-07-31,Hyderabad,29.6,77.3,24.4,60
2025-08-01,Hyderabad,31.7,82.0,0.0,66
2025-08-02,Hyderabad,27.0,85.4,34.4,82
2025-08-03,Hyderabad,31.1,86.3,0.0,104
2025-08-04,Hyderabad,31.0,87.2,26.8,99
2025-08-05,Hyderabad,27.2,75.5,17.2,82
2025-08-06,Hyderabad,28.0,85.1,0.0,71
2025-08-07,Hyderabad,28.5,89.4,7.0,87
2025-08-08,Hyderabad,32.1,77.1,0.0,97
2025-08-09,Hyderabad,27.9,80.2,34.2,109
2025-08-10,Hyderabad,29.9,93.3,33.7,64
2025-08-11,Hyderabad,31.2,88.4,0.0,89
2025-08-12,Hyderabad,28.5,83.0,16.2,95
2025-08-13,Hyderabad,31.2,94.9,0.0,86
2025-08-14,Hyderabad,27.7,88.5,0.0,105
2025-08-15,Hyderabad,30.1,81.6,0.0,79
2025-08-16,Hyderabad,28.2,77.2,0.0,72
2025-08-17,Hyderabad,31.0,75.1,21.4,100
2025-08-18,Hyderabad,30.1,86.0,37.3,93
2025-08-19,Hyderabad,28.0,84.7,0.0,94
2025-08-20,Hyderabad,31.8,77.0,0.0,60
2025-08-21,Hyderabad,32.0,85.1,0.0,68
2025-08-22,Hyderabad,32.9,81.8,10.9,82
2025-08-23,Hyderabad,29.9,94.4,0.0,88
2025-08-24,Hyderabad,29.4,77.4,5.6,102
2025-08-25,Hyderabad,27.3,90.8,14.8,75
2025-08-26,Hyderabad,27.6,80.9,33.1,72
2025-08-27,Hyderabad,29.0,91.4,35.3,89
2025-08-28,Hyderabad,27.5,75.5,0.0,94
2025-08-29,Hyderabad,32.1,83.4,0.0,104
2025-08-30,Hyderabad,31.7,79.2,0.0,82
2025-08-31,Hyderabad,27.6,81.0,0.0,111
2025-09-01,Hyderabad,27.8,76.8,17.7,95
2025-09-02,Hyderabad,31.7,85.9,18.5,83
2025-09-03,Hyderabad,30.4,85.1,0.0,83
2025-09-04,Hyderabad,28.7,87.5,29.4,65
2025-09-05,Hyderabad,28.8,88.3,38.2,75
2025-09-06,Hyderabad,30.2,82.9,0.0,116
2025-09-07,Hyderabad,29.1,85.9,0.0,87
2025-09-08,Hyderabad,29.3,84.6,8.1,64
2025-09-09,Hyderabad,32.8,85.3,37.2,73
2025-09-10,Hyderabad,31.1,84.8,0.0,68
2025-09-11,Hyderabad,31.0,76.2,0.0,92
2025-09-12,Hyderabad,29.0,77.7,18.2,103
2025-09-13,Hyderabad,29.5,88.0,11.3,102
2025-09-14,Hyderabad,30.7,80.7,0.0,106
2025-09-15,Hyderabad,31.6,91.3,20.6,78
2025-09-16,Hyderabad,29.1,94.3,0.0,77
2025-09-17,Hyderabad,27.3,94.6,35.0,69
2025-09-18,Hyderabad,32.1,77.0,30.9,98
2025-09-19,Hyderabad,32.8,89.9,0.0,88
2025-09-20,Hyderabad,32.4,83.9,0.0,77
2025-09-21,Hyderabad,28.3,91.0,16.1,102
2025-09-22,Hyderabad,28.0,75.5,37.7,109
2025-09-23,Hyderabad,28.8,85.1,0.0,72
2025-09-24,Hyderabad,30.5,85.5,24.1,114
2025-09-25,Hyderabad,27.3,85.0,10.5,110
2025-09-26,Hyderabad,27.5,81.3,0.0,83
2025-09-27,Hyderabad,31.4,78.5,39.4,99
2025-09-28,Hyderabad,32.0,87.2,32.4,64
2025-09-29,Hyderabad,28.9,84.0,0.0,118
2025-09-30,Hyderabad,30.9,77.1,0.0,93
2025-10-01,Hyderabad,29.8,57.8,0.0,75
2025-10-02,Hyderabad,32.3,69.5,0.0,98
2025-10-03,Hyderabad,27.9,54.7,0.0,64
2025-10-04,Hyderabad,30.2,50.3,0.0,104
2025-10-05,Hyderabad,27.6,50.2,0.0,95
2025-10-06,Hyderabad,32.2,61.5,0.0,90
2025-10-07,Hyderabad,30.3,52.5,0.0,81
2025-10-08,Hyderabad,30.9,52.1,0.0,91
2025-10-09,Hyderabad,32.8,62.0,0.0,104
2025-10-10,Hyderabad,31.0,60.8,0.0,93
2025-10-11,Hyderabad,31.1,63.5,0.0,86
2025-10-12,Hyderabad,29.9,63.0,0.0,104
2025-10-13,Hyderabad,27.7,58.9,0.0,69
2025-10-14,Hyderabad,29.8,55.7,0.0,89
2025-10-15,Hyderabad,28.4,58.9,0.0,92
2025-10-16,Hyderabad,31.7,55.7,0.0,66
2025-10-17,Hyderabad,28.6,64.4,0.0,60
2025-10-18,Hyderabad,32.6,69.4,0.0,64
2025-10-19,Hyderabad,30.9,55.4,0.0,62
2025-10-20,Hyderabad,29.0,67.7,0.0,88
2025-10-21,Hyderabad,27.9,69.3,0.0,77
2025-10-22,Hyderabad,28.8,54.8,0.0,119
2025-10-23,Hyderabad,32.0,69.7,0.0,63
2025-10-24,Hyderabad,27.2,69.1,0.0,95
2025-10-25,Hyderabad,30.6,68.1,0.0,82
2025-10-26,Hyderabad,31.1,53.7,0.0,101
2025-10-27,Hyderabad,27.7,62.0,0.0,113
2025-10-28,Hyderabad,32.2,58.9,0.0,96
2025-10-29,Hyderabad,31.9,68.5,0.0,87
2025-10-30,Hyderabad,32.3,55.0,0.0,79
2025-10-31,Hyderabad,28.2,61.4,0.0,81
2025-11-01,Hyderabad,27.3,51.5,0.0,103
2025-11-02,Hyderabad,28.7,51.7,0.0,93
2025-11-03,Hyderabad,32.6,54.8,0.0,107
2025-11-04,Hyderabad,31.7,67.9,0.0,107
2025-11-05,Hyderabad,28.9,60.7,0.0,100
2025-11-06,Hyderabad,31.0,59.0,0.0,74
2025-11-07,Hyderabad,31.5,68.1,0.0,87
2025-11-08,Hyderabad,29.9,57.2,0.0,110
2025-11-09,Hyderabad,28.2,51.1,0.0,82
2025-11-10,Hyderabad,27.5,65.4,0.0,84
2025-11-11,Hyderabad,27.7,62.5,0.0,106
2025-11-12,Hyderabad,32.6,51.2,0.0,102
2025-11-13,Hyderabad,30.3,60.5,0.0,77
2025-11-14,Hyderabad,31.8,64.1,0.0,76
2025-11-15,Hyderabad,32.0,51.8,0.0,94
2025-11-16,Hyderabad,27.9,52.8,0.0,70
2025-11-17,Hyderabad,32.5,58.3,0.0,118
2025-11-18,Hyderabad,27.7,64.9,0.0,85
2025-11-19,Hyderabad,30.2,67.0,0.0,71
2025-11-20,Hyderabad,31.8,55.1,0.0,76
2025-11-21,Hyderabad,31.8,53.0,0.0,104
2025-11-22,Hyderabad,31.0,69.7,0.0,119
2025-11-23,Hyderabad,31.6,51.2,0.0,87
2025-11-24,Hyderabad,30.4,58.1,0.0,107
2025-11-25,Hyderabad,32.8,50.8,0.0,119
2025-11-26,Hyderabad,32.4,53.7,0.0,94
2025-11-27,Hyderabad,31.2,59.1,0.0,105
2025-11-28,Hyderabad,28.2,69.8,0.0,76
2025-11-29,Hyderabad,30.9,61.1,0.0,71
2025-11-30,Hyderabad,32.6,56.4,0.0,108
2025-12-01,Hyderabad,27.0,65.5,0.0,66
2025-12-02,Hyderabad,32.8,57.2,0.0,98
2025-12-03,Hyderabad,32.5,52.3,0.0,99
2025-12-04,Hyderabad,29.9,54.0,0.0,67
2025-12-05,Hyderabad,32.1,67.9,0.0,108
2025-12-06,Hyderabad,27.8,52.0,0.0,73
2025-12-07,Hyderabad,27.4,67.2,0.0,112
2025-12-08,Hyderabad,27.1,55.8,0.0,107
2025-12-09,Hyderabad,30.2,62.2,0.0,74
2025-12-10,Hyderabad,27.8,53.5,0.0,82
2025-12-11,Hyderabad,31.7,52.4,0.0,109
2025-12-12,Hyderabad,31.5,60.2,0.0,85
2025-12-13,Hyderabad,32.5,56.0,0.0,100
2025-12-14,Hyderabad,30.9,51.3,0.0,62
2025-12-15,Hyderabad,30.8,55.3,0.0,114
2025-12-16,Hyderabad,29.3,68.6,0.0,76
2025-12-17,Hyderabad,31.1,64.7,0.0,72
2025-12-18,Hyderabad,30.9,57.1,0.0,105
2025-12-19,Hyderabad,29.5,53.5,0.0,68
2025-12-20,Hyderabad,30.8,50.6,0.0,89
2025-12-21,Hyderabad,30.8,62.9,0.0,115
2025-12-22,Hyderabad,31.4,52.2,0.0,99
2025-12-23,Hyderabad,27.4,64.4,0.0,84
2025-12-24,Hyderabad,27.5,61.2,0.0,89
2025-12-25,Hyderabad,30.2,51.2,0.0,97
2025-12-26,Hyderabad,27.1,68.7,0.0,96
2025-12-27,Hyderabad,30.3,56.5,0.0,113
2025-12-28,Hyderabad,30.4,53.1,0.0,98
2025-12-29,Hyderabad,28.2,62.6,0.0,84
2025-12-30,Hyderabad,27.5,61.7,0.0,72
2025-12-31,Hyderabad,31.2,57.7,0.0,114
2026-01-01,Hyderabad,32.4,57.7,0.0,69
2026-01-02,Hyderabad,28.5,56.4,0.0,96
2026-01-03,Hyderabad,32.4,63.4,0.0,106
2026-01-04,Hyderabad,27.3,55.6,0.0,88
2026-01-05,Hyderabad,29.9,60.4,0.0,102
2026-01-06,Hyderabad,31.6,64.7,0.0,81
2026-01-07,Hyderabad,27.7,60.2,0.0,117
2026-01-08,Hyderabad,29.2,69.9,0.0,86
2026-01-09,Hyderabad,32.9,62.9,0.0,116
2026-01-10,Hyderabad,29.9,62.3,0.0,79
2026-01-11,Hyderabad,27.2,67.0,0.0,95
2026-01-12,Hyderabad,32.8,65.1,0.0,97
2026-01-13,Hyderabad,28.0,68.2,0.0,76
2026-01-14,Hyderabad,27.9,64.4,0.0,69
2026-01-15,Hyderabad,28.5,57.7,0.0,107
2026-01-16,Hyderabad,30.4,59.9,0.0,90
2026-01-17,Hyderabad,29.8,54.0,0.0,75
2026-01-18,Hyderabad,27.6,67.0,0.0,99
2026-01-19,Hyderabad,28.4,69.2,0.0,88
2026-01-20,Hyderabad,27.0,62.0,0.0,62
2026-01-21,Hyderabad,32.0,68.6,0.0,109
2026-01-22,Hyderabad,30.5,53.4,0.0,66
2026-01-23,Hyderabad,30.0,67.0,0.0,74
2026-01-24,Hyderabad,27.3,59.3,0.0,92
2026-01-25,Hyderabad,27.4,63.3,0.0,66
2026-01-26,Hyderabad,29.1,65.4,0.0,82
2026-01-27,Hyderabad,31.3,61.7,0.0,112
2026-01-28,Hyderabad,32.3,51.4,0.0,81
2026-01-29,Hyderabad,32.2,52.5,0.0,90
2026-01-30,Hyderabad,32.5,54.9,0.0,91
2026-01-31,Hyderabad,29.1,51.3,0.0,75
2026-02-01,Hyderabad,31.9,58.4,0.0,70
2026-02-02,Hyderabad,31.1,51.2,0.0,115
2026-02-03,Hyderabad,28.3,56.3,0.0,94
2026-02-04,Hyderabad,27.7,66.7,0.0,105
2026-02-05,Hyderabad,31.5,68.8,0.0,114
2026-02-06,Hyderabad,32.8,65.9,0.0,65
2026-02-07,Hyderabad,29.9,60.2,0.0,102
2026-02-08,Hyderabad,29.9,64.0,0.0,83
2026-02-09,Hyderabad,31.9,69.6,0.0,89
2026-02-10,Hyderabad,27.0,50.6,0.0,85
2026-02-11,Hyderabad,31.9,57.3,0.0,97
2026-02-12,Hyderabad,32.6,57.7,0.0,87
2026-02-13,Hyderabad,28.1,56.0,0.0,61
2026-02-14,Hyderabad,30.7,57.9,0.0,101
2026-02-15,Hyderabad,27.8,67.3,0.0,88
2026-02-16,Hyderabad,29.3,56.7,0.0,119
2026-02-17,Hyderabad,32.3,62.2,0.0,61
2026-02-18,Hyderabad,29.8,65.0,0.0,64
2026-02-19,Hyderabad,31.8,68.2,0.0,111
2026-02-20,Hyderabad,28.2,52.0,0.0,88
2026-02-21,Hyderabad,30.2,57.0,0.0,86
2026-02-22,Hyderabad,28.3,52.5,0.0,108
2026-02-23,Hyderabad,27.6,53.5,0.0,78
2026-02-24,Hyderabad,27.4,50.2,0.0,95
2026-02-25,Hyderabad,32.2,65.1,0.0,63
2026-02-26,Hyderabad,31.1,64.5,0.0,65
2026-02-27,Hyderabad,32.9,50.9,0.0,81
2026-02-28,Hyderabad,29.7,60.0,0.0,107
2026-03-01,Hyderabad,31.7,55.7,0.0,84
2026-03-02,Hyderabad,32.6,61.3,0.0,96
2026-03-03,Hyderabad,31.6,58.1,0.0,86
2026-03-04,Hyderabad,29.9,68.4,0.0,72
2026-03-05,Hyderabad,31.4,52.5,0.0,100
2026-03-06,Hyderabad,28.4,58.6,0.0,88
2026-03-07,Hyderabad,31.3,58.9,0.0,76
2026-03-08,Hyderabad,32.9,51.2,0.0,116
2026-03-09,Hyderabad,28.8,55.4,0.0,87
2026-03-10,Hyderabad,31.7,51.4,0.0,74
2026-03-11,Hyderabad,29.0,50.4,0.0,88
2026-03-12,Hyderabad,31.9,58.9,0.0,100
2026-03-13,Hyderabad,32.9,63.6,0.0,68
2026-03-14,Hyderabad,32.2,69.2,0.0,67
2026-03-15,Hyderabad,28.9,60.2,0.0,87
2026-03-16,Hyderabad,27.9,50.4,0.0,65
2026-03-17,Hyderabad,30.8,50.6,0.0,110
2026-03-18,Hyderabad,29.6,64.1,0.0,115
2026-03-19,Hyderabad,32.0,58.4,0.0,109
2026-03-20,Hyderabad,31.3,63.4,0.0,63
2026-03-21,Hyderabad,32.4,58.3,0.0,86
2026-03-22,Hyderabad,27.2,65.6,0.0,82
2026-03-23,Hyderabad,31.3,55.7,0.0,61
2026-03-24,Hyderabad,27.1,51.6,0.0,80
2026-03-25,Hyderabad,27.2,54.5,0.0,101
2026-03-26,Hyderabad,31.6,67.3,0.0,92
2026-03-27,Hyderabad,32.8,67.5,0.0,112
2026-03-28,Hyderabad,27.5,67.8,0.0,100
2026-03-29,Hyderabad,28.0,50.7,0.0,101
2026-03-30,Hyderabad,29.6,64.8,0.0,67
2026-03-31,Hyderabad,27.7,55.3,0.0,105
2026-04-01,Hyderabad,30.7,53.2,0.0,90
2026-04-02,Hyderabad,28.0,62.1,0.0,117
2026-04-03,Hyderabad,27.4,55.7,0.0,111
2026-04-04,Hyderabad,31.0,65.8,0.0,101
2026-04-05,Hyderabad,29.6,57.7,0.0,86
2026-04-06,Hyderabad,29.8,57.1,0.0,64
2026-04-07,Hyderabad,27.3,56.2,0.0,91
2026-04-08,Hyderabad,30.2,69.8,0.0,85
2026-04-09,Hyderabad,28.7,67.3,0.0,90
2026-04-10,Hyderabad,32.1,57.6,0.0,82
2026-04-11,Hyderabad,28.2,67.7,0.0,86
2026-04-12,Hyderabad,27.2,52.3,0.0,99
2026-04-13,Hyderabad,30.5,50.1,0.0,104
2026-04-14,Hyderabad,31.9,69.6,0.0,67
2026-04-15,Hyderabad,29.3,57.9,0.0,66
2026-04-16,Hyderabad,31.0,51.1,0.0,62
2026-04-17,Hyderabad,27.2,56.3,0.0,89
2026-04-18,Hyderabad,28.7,58.7,0.0,108
2026-04-19,Hyderabad,29.1,53.5,0.0,87
2026-04-20,Hyderabad,31.5,67.1,0.0,82
2026-04-21,Hyderabad,28.1,57.4,0.0,82
2026-04-22,Hyderabad,32.3,69.9,0.0,90
2026-04-23,Hyderabad,31.7,52.3,0.0,114
2026-04-24,Hyderabad,28.8,64.9,0.0,88
2026-04-25,Hyderabad,27.1,58.2,0.0,107
2026-04-26,Hyderabad,28.2,63.8,0.0,108
2026-04-27,Hyderabad,27.5,59.9,0.0,70
2026-04-28,Hyderabad,28.2,65.2,0.0,91
2026-04-29,Hyderabad,30.2,56.1,0.0,86
2026-04-30,Hyderabad,30.8,55.4,0.0,83
2026-05-01,Hyderabad,31.9,56.6,0.0,85
2026-05-02,Hyderabad,28.0,54.8,0.0,103
2026-05-03,Hyderabad,31.3,58.2,0.0,80
2026-05-04,Hyderabad,31.9,51.4,0.0,83
2026-05-05,Hyderabad,31.3,63.4,0.0,91
2026-05-06,Hyderabad,29.2,58.9,0.0,68
2026-05-07,Hyderabad,28.1,52.7,0.0,107
2026-05-08,Hyderabad,32.3,58.1,0.0,64
2026-05-09,Hyderabad,28.9,51.4,0.0,77
2026-05-10,Hyderabad,27.7,58.1,0.0,97
2026-05-11,Hyderabad,31.2,53.8,0.0,94
2026-05-12,Hyderabad,30.6,58.1,0.0,97
2026-05-13,Hyderabad,27.1,61.5,0.0,108
2026-05-14,Hyderabad,32.7,69.7,0.0,93
2026-05-15,Hyderabad,28.3,59.4,0.0,60
2026-05-16,Hyderabad,31.6,65.9,0.0,77
2026-05-17,Hyderabad,27.4,68.2,0.0,67
2026-05-18,Hyderabad,31.1,64.9,0.0,69
2026-05-19,Hyderabad,31.1,55.6,0.0,104
2026-05-20,Hyderabad,29.2,63.9,0.0,61
2026-05-21,Hyderabad,28.7,51.1,0.0,100
2026-05-22,Hyderabad,31.8,63.0,0.0,71
2026-05-23,Hyderabad,29.7,63.0,0.0,116
2026-05-24,Hyderabad,30.3,68.3,0.0,97
2026-05-25,Hyderabad,30.2,56.8,0.0,64
2026-05-26,Hyderabad,29.5,53.6,0.0,76
2026-05-27,Hyderabad,27.4,64.6,0.0,105
2026-05-28,Hyderabad,31.5,67.0,0.0,116
2026-05-29,Hyderabad,30.8,66.1,0.0,95
2026-05-30,Hyderabad,27.8,57.8,0.0,109
2026-05-31,Hyderabad,31.8,57.7,0.0,72
2023-06-02,Pune,32.4,84.8,0.0,69
2023-06-03,Pune,29.4,77.5,28.6,71
2023-06-04,Pune,30.8,82.3,19.2,116
2023-06-05,Pune,28.5,85.7,0.0,88
2023-06-06,Pune,28.4,93.2,7.0,73
2023-06-07,Pune,28.9,87.4,15.4,109
2023-06-08,Pune,32.6,90.9,29.5,96
2023-06-09,Pune,32.0,88.4,0.0,88
2023-06-10,Pune,27.2,89.3,6.0,62
2023-06-11,Pune,27.3,94.9,0.0,66
2023-06-12,Pune,27.7,92.7,10.7,82
2023-06-13,Pune,31.9,77.7,27.9,80
2023-06-14,Pune,28.6,92.2,36.8,80
2023-06-15,Pune,30.8,80.4,22.6,90
2023-06-16,Pune,30.1,91.5,0.0,104
2023-06-17,Pune,31.9,90.6,0.0,71
2023-06-18,Pune,27.1,83.6,27.5,116
2023-06-19,Pune,32.2,76.3,39.0,102
2023-06-20,Pune,29.3,81.2,28.1,116
2023-06-21,Pune,32.9,93.7,0.0,93
2023-06-22,Pune,27.7,84.3,36.1,97
2023-06-23,Pune,27.9,75.5,21.5,108
2023-06-24,Pune,29.8,93.2,18.6,75
2023-06-25,Pune,28.3,90.4,0.0,62
2023-06-26,Pune,30.3,86.9,37.6,61
2023-06-27,Pune,31.1,78.1,7.3,98
2023-06-28,Pune,30.0,94.7,35.4,87
2023-06-29,Pune,32.1,78.3,37.5,73
2023-06-30,Pune,30.6,79.9,32.3,95
2023-07-01,Pune,30.0,89.8,16.1,62
2023-07-02,Pune,27.6,88.8,6.0,115
2023-07-03,Pune,30.4,77.2,0.0,88
2023-07-04,Pune,30.8,87.2,0.0,64
2023-07-05,Pune,29.0,92.6,33.4,102
2023-07-06,Pune,27.2,80.4,6.2,110
2023-07-07,Pune,32.8,87.4,0.0,94
2023-07-08,Pune,28.5,85.5,20.7,72
2023-07-09,Pune,27.3,87.1,0.0,112
2023-07-10,Pune,27.2,91.2,10.1,90
2023-07-11,Pune,28.5,81.3,5.1,82
2023-07-12,Pune,32.4,83.5,30.7,68
2023-07-13,Pune,32.6,84.6,21.5,69
2023-07-14,Pune,29.1,91.3,23.9,75
2023-07-15,Pune,27.2,87.6,36.1,91
2023-07-16,Pune,30.3,90.6,0.0,67
2023-07-17,Pune,28.9,78.9,0.0,77
2023-07-18,Pune,28.9,80.9,0.0,101
2023-07-19,Pune,31.7,89.4,10.5,80
2023-07-20,Pune,27.7,84.1,0.0,108
2023-07-21,Pune,29.4,82.8,0.0,88
2023-07-22,Pune,31.1,84.5,36.6,112
2023-07-23,Pune,29.2,88.3,13.3,84
2023-07-24,Pune,29.9,78.5,0.0,88
2023-07-25,Pune,31.3,88.4,24.4,98
2023-07-26,Pune,29.3,75.8,24.9,111
2023-07-27,Pune,29.7,75.6,6.6,69
2023-07-28,Pune,31.7,95.0,25.1,78
2023-07-29,Pune,28.9,89.3,0.0,99
2023-07-30,Pune,31.5,80.2,14.3,84
2023-07-31,Pune,31.3,85.0,0.0,100
2023-08-01,Pune,31.0,75.0,0.0,106
2023-08-02,Pune,31.8,88.0,0.0,81
2023-08-03,Pune,27.7,85.1,0.0,67
2023-08-04,Pune,28.4,79.5,0.0,112
2023-08-05,Pune,31.7,83.1,0.0,100
2023-08-06,Pune,32.6,75.6,0.0,97
2023-08-07,Pune,27.9,89.7,0.0,92
2023-08-08,Pune,31.9,85.2,0.0,83
2023-08-09,Pune,31.8,78.1,0.0,65
2023-08-10,Pune,28.9,90.9,0.0,69
2023-08-11,Pune,27.1,92.2,0.0,91
2023-08-12,Pune,29.2,79.9,0.0,91
2023-08-13,Pune,31.3,76.2,0.0,61
2023-08-14,Pune,32.8,92.3,0.0,101
2023-08-15,Pune,32.9,87.8,0.0,64
2023-08-16,Pune,32.1,92.1,35.2,113
2023-08-17,Pune,30.7,80.3,16.2,71
2023-08-18,Pune,29.6,88.6,8.3,61
2023-08-19,Pune,30.8,88.1,26.8,110
